productID,name,rating,category,brand,type,price,MainImage,new_description
1005266,Smartphone Xiaomi 1005266,2.0,electronics,xiaomi,smartphone,228.69,https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1677427681.17943185.png?thumb=1&q=85,"""""""{ \""""@type\"""": \""""Product\"""""
4804048,Headphone Plantronics 4804048,2.9,electronics,plantronics,headphone,133.25,https://m.media-amazon.com/images/I/71zuerJMjdL.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004209,Smartphone Samsung 1004209,2.0,electronics,samsung,smartphone,260.29,https://image-us.samsung.com/SamsungUS/home/mobile/phones/pf/galaxy-a/03032023/1.jpg?$product-details-jpg$,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004794,Smartphone Xiaomi 1004794,2.4,electronics,xiaomi,smartphone,389.05,https://i02.appmifile.com/240_operatorx_operatorx_opx/26/09/2023/ee07297cdf24071db7f6846d9c4727bb.png,"""""""{ \""""@type\"""": \""""Product\"""""
28722003,Keds Asics 28722003,4.6,apparel,asics,keds,52.85,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005285,Smartphone Oneplus 1005285,3.8,electronics,oneplus,smartphone,341.81,"https://image01.oneplus.net/media/202405/28/3477aec265a0347bae41a8b34182b69b.png?x-amz-process=image/format,webp/quality,Q_80","""""""{\""""The OnePlus 1005285 is a revolutionary smartphone that will change the way you use your phone forever. With its powerful octa-core processor"
1201504,Tablet Samsung 1201504,4.2,electronics,samsung,tablet,645.45,https://images.samsung.com/is/image/samsung/p6pim/hk_en/feature/164833683/hk_en-feature-galaxy-tab-s-538515683?$FB_TYPE_A_MO_JPG$,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
6301054,Kettle Moulinex 6301054,1.5,appliances,moulinex,kettle,541.24,"https://m.media-amazon.com/images/I/81Y6Q8bQwxL._AC_UF894,1000_QL80_.jpg","""""""{ \""""@context\"""": \""""https://schema.org\"""""
13201323,Bed Stendmebel 13201323,2.0,furniture,stendmebel,bed,903.79,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
1005159,Smartphone Xiaomi 1005159,4.625,electronics,xiaomi,smartphone,704.49,https://i02.appmifile.com/855_operatorx_operatorx_opx/11/01/2024/4fad3c8039e37a4fa97f8be0462e88e5.png,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004873,Smartphone Samsung 1004873,5.0,electronics,samsung,smartphone,857.25,https://i.ytimg.com/vi/6NBH0KLLe9s/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLDv_QP8_2sbnLw_3ut0thP93Lejhg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3601339,Washer Indesit 3601339,1.1,appliances,indesit,washer,443.25,https://indesituk.vtexassets.com/arquivos/ids/159010/pi-9aa1924e-97ba-4c5e-83e4-8a2c1d898f3d.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3601272,Washer Artel 3601272,3.2,appliances,artel,washer,810.49,https://arnorthamerica.com/wp-content/uploads/2023/07/ARTEL18A.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004238,Smartphone Apple 1004238,3.3,electronics,apple,smartphone,722.79,https://www.apple.com/v/iphone-16/d/images/overview/apple-intelligence/apple_intelligence_endframe__ewm1810mnb0i_xlarge.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
3800802,Iron Tefal 3800802,4.9,appliances,tefal,iron,783.49,https://www.tefal.com/medias/?context=bWFzdGVyfGltYWdlc3wzMjc2MXxpbWFnZS9qcGVnfGFXMWhaMlZ6TDJnMFpTOW9aalF2TVRRNE56WTVPRFEwTkRJNU1UQXVhbkJufDNhZWFiMTJlN2QzYjlmMmRlMzE1ODRlMjE1MjA0MjA2ODVlYTFhOWUwYzQwMTY1ZDg2YjNiYWJmZGI2ZDU0NzM,"""""""{ \""""@type\"""": \""""Product\"""""
28714282,Keds Adidas 28714282,4.0,apparel,adidas,keds,575.75,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
6301944,Kettle Smeg 6301944,4.1,appliances,smeg,kettle,333.69,https://cdn.dashhudson.com/media/full/1639341775.77152976737.jpeg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1801513,Tv Haier 1801513,4.8,electronics,haier,tv,273.85,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
14700101,Cabinet Sv 14700101,4.5,furniture,sv,cabinet,149.89,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005104,Smartphone Apple 1005104,2.4,electronics,apple,smartphone,881.59,https://www.apple.com/v/iphone/home/ca/images/overview/consider_modals/environment/modal_trade_in__k5xx81wg61ei_large.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
4802036,Headphone Apple 4802036,3.0,electronics,apple,headphone,74.89,https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/MQTR3?wid=1144&hei=1144&fmt=jpeg&qlt=90&.v=1687660671097,"""""""{ \""""@type\"""": \""""Product\"""""
1005160,Smartphone Xiaomi 1005160,2.8,electronics,xiaomi,smartphone,263.62,https://www.notebookcheck.net/fileadmin/Notebooks/News/_nc3/Screenshot_2021_12_29_222343.png,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
5701134,Player Pioneer 5701134,1.1,auto,pioneer,player,170.29,https://www.pioneerdj.com/-/media/pioneerdj/images/products/player/cdj-2000nxs2/black/cdj-2000nxs2-main.png,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004836,Smartphone Samsung 1004836,4.8,electronics,samsung,smartphone,920.49,https://image-us.samsung.com/SamsungUS/home/smartphones/galaxy-s24-ultra/gallery-images/FNL_Gallery_Ultra_800x600_Slide_Exclusive_Colors_1.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
3701164,Vacuum Bosch 3701164,2.9,appliances,bosch,vacuum,243.49,https://images.thdstatic.com/productImages/4cf166cd-f2a4-4930-90de-5a2c7cd5b4b2/svn/blues-bosch-wet-dry-vacuums-vac090ah-64_1000.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005115,Smartphone Apple 1005115,2.8,electronics,apple,smartphone,720.79,https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-card-40-iphone16prohero-202409_FMT_WHH?wid=508&hei=472&fmt=p-jpg&qlt=95&.v=1725567599334,"""""""{\""""@context\"""": \""""https://schema.org\"""""
1005161,Smartphone Xiaomi 1005161,4.1,electronics,xiaomi,smartphone,141.79,https://i02.appmifile.com/855_operatorx_operatorx_opx/11/01/2024/4fad3c8039e37a4fa97f8be0462e88e5.png,"""""""{ \""""@type\"""": \""""Product\"""""
4800678,Headphone Panasonic 4800678,3.0,electronics,panasonic,headphone,953.5,"https://m.media-amazon.com/images/I/61dO-pZKd-L._AC_UF894,1000_QL80_.jpg","""""""{ \""""@type\"""": \""""Product\"""""
2501943,Oven Artel 2501943,2.2,appliances,artel,oven,356.89,https://artelelectronics.com/_next/image?url=https%3A%2F%2Fartelelectronics-new.s3.amazonaws.com%2Fartel-mm20s01-w-9375-fronton.2024-11-25.06-21-28.webp&w=640&q=75,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
9001985,Toys Gulliver 9001985,1.8,kids,gulliver,toys,934.29,https://i0.wp.com/www.stadsstuff.com/wp-content/uploads/2015/12/IMG_0511.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
3601537,Washer Samsung 3601537,1.8,appliances,samsung,washer,705.75,https://image-us.samsung.com/SamsungUS/ha/SDSAC-6373-WA54CG7150ADA4-DVE54CG7150DA3-Navy-Washer-Dryer-1600x1200.jpg,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
1004647,Smartphone Huawei 1004647,1.2,electronics,huawei,smartphone,34.59,https://images.unsplash.com/photo-1697986152095-272818a201df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2OTA4MDB8MHwxfHNlYXJjaHw2fHxzbWFydHBob25lJTIwaHVhd2VpfGVufDB8fHx8MTczODM5MzIwMHww&ixlib=rb-4.0.3&q=80&w=1080,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004955,Smartphone Nokia 1004955,4.7,electronics,nokia,smartphone,641.55,https://m.media-amazon.com/images/I/61XQ21OVaRL.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1307142,Notebook Dell 1307142,4.8,computers,dell,notebook,345.99,https://m.media-amazon.com/images/I/710EGJBdIML.jpg,"""""""{\""""base_price\"""": \""""399.99\"""""
1304409,Notebook Apple 1304409,1.7,computers,apple,notebook,892.99,https://www.apple.com/newsroom/images/product/mac/standard/Apple_MacBook-Pro_14-16-inch_10182021.jpg.og.jpg?202501131621,"""""""{ \""""@type\"""": \""""Product\"""""
3700823,Vacuum Bosch 3700823,2.7,appliances,bosch,vacuum,587.05,https://www.boschtools.com/us/en/ocsmedia/246638-945/application-image/1434x828/cordless-vacuum-cleaners-gas18v-3n-06019c6319.png,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
28720900,Shoes Romax 28720900,4.5,apparel,romax,shoes,691.09,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1802073,Tv Philips 1802073,1.8,electronics,philips,tv,9.35,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
5800118,Subwoofer Hertz 5800118,3.7,electronics,hertz,subwoofer,207.79,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
1004958,Smartphone Xiaomi 1004958,1.5,electronics,xiaomi,smartphone,384.15,https://i02.appmifile.com/308_operatorx_operatorx_opx/26/09/2023/4796e703846ff6b8afdca74fc2755a10!500x500.png,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
4804295,Headphone Xiaomi 4804295,2.2,electronics,xiaomi,headphone,204.64,"https://m.media-amazon.com/images/I/61JQKLeMVwL._AC_UF894,1000_QL80_.jpg","""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005263,Smartphone Oppo 1005263,3.5,electronics,oppo,smartphone,600.59,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
2702277,Refrigerators Lg 2702277,3.0,appliances,lg,refrigerators,913.09,https://images.thdstatic.com/productImages/234e8443-3204-4160-ba4d-0e1cdbc8a81e/svn/printproof-stainless-steel-lg-bottom-freezer-refrigerators-lrdcs2603s-64_1000.jpg,"""""""{\""""Refrigerator LG 2702277 is a state-of-the-art appliance that offers unparalleled performance and efficiency. With its sleek design"
7900874,Chair Peg-perego 7900874,1.4,furniture,peg-perego,chair,198.25,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004749,Smartphone Samsung 1004749,2.7,electronics,samsung,smartphone,23.3,https://image-us.samsung.com/SamsungUS/home/smartphones/galaxy-s24-ultra/gallery-images/FNL_Gallery_Ultra_800x600_Slide_Exclusive_Colors_1.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1002538,Smartphone Apple 1002538,3.7,electronics,apple,smartphone,951.65,https://www.apple.com/v/iphone/home/ca/images/meta/iphone__kqge21l9n26q_og.png,"""""""{\""""product\"""":{\n\""""name\"""":\""""Apple 1002538\"""""
1004857,Smartphone Samsung 1004857,3.2,electronics,samsung,smartphone,858.55,"https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UF894,1000_QL80_.jpg","""""""{ \""""@context\"""": \""""https://schema.org\"""""
1003319,Smartphone Apple 1003319,4.3,electronics,apple,smartphone,453.55,https://www.apple.com/v/iphone/home/ca/images/meta/iphone__kqge21l9n26q_og.png,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
6300198,Kettle Redmond 6300198,1.5,appliances,redmond,kettle,982.79,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005129,Smartphone Apple 1005129,2.0,electronics,apple,smartphone,238.69,https://www.apple.com/v/iphone-16/d/images/overview/apple-intelligence/apple_intelligence_endframe__ewm1810mnb0i_xlarge.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
4900421,Juicer Scarlett 4900421,2.4,appliances,scarlett,juicer,626.25,https://via.placeholder.com/150?text=Product+Image,"""""""{\""""juicer scarlett 4900421\"""":{\n\""""name\"""": \""""Juicer Scarlett 4900421\"""""
3701134,Vacuum Bosch 3701134,1.7,appliances,bosch,vacuum,863.29,https://media3.bsh-group.com/Product_Shots/5120x/15917709_BGL8GOLD_STP_def.webp,"""""""{\""""type\"""": \""""product\"""""
8700349,Hair_cutter Vitek 8700349,2.2,appliances,vitek,hair_cutter,242.85,https://via.placeholder.com/150?text=Product+Image,"""""""{\""""Hair Cutter Vitek 8700349\"""":\n\n\""""Get the perfect cut every time with the Hair Cutter Vitek 8700349. This innovative tool is designed to make cutting your hair easier and more precise than ever before. With its advanced technology and ergonomic design"
1004720,Smartphone Huawei 1004720,4.7,electronics,huawei,smartphone,723.2,https://images.unsplash.com/photo-1585577673142-7004dfe1bd9e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2OTA4MDB8MHwxfHNlYXJjaHw5fHxzbWFydHBob25lJTIwaHVhd2VpfGVufDB8fHx8MTczODM5MzIwMHww&ixlib=rb-4.0.3&q=80&w=1080,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3100117,Blender Panasonic 3100117,4.6,appliances,panasonic,blender,529.49,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3700911,Vacuum Philips 3700911,4.0,appliances,philips,vacuum,974.85,https://images.unsplash.com/photo-1599272771314-f3ec16bda3f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2OTA4MDB8MHwxfHJhbmRvbXx8fHx8fHx8fDE3MzgzOTEyMDN8&ixlib=rb-4.0.3&q=80&w=1080,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1480163,Desktop Acer 1480163,2.1,computers,acer,desktop,395.45,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
5800508,Subwoofer Edge 5800508,2.7,electronics,edge,subwoofer,923.49,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005135,Smartphone Apple 1005135,4.4,electronics,apple,smartphone,222.15,https://cdsassets.apple.com/live/7WUAS350/images/iphone/fall-2023-iphone-colors-iphone-15-pro-max.png,"""""""{ \""""@type\"""": \""""Product\"""""
1004874,Smartphone Samsung 1004874,2.8,electronics,samsung,smartphone,219.75,https://image-us.samsung.com/SamsungUS/home/mobile/phones/pf/galaxy-a/03032023/1.jpg?$product-details-jpg$,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3700869,Vacuum Samsung 3700869,2.5,appliances,samsung,vacuum,858.19,"https://m.media-amazon.com/images/I/61SqwwV-+JL._AC_UF894,1000_QL80_.jpg","""""""{ \""""@context\"""": \""""https://schema.org\"""""
2701683,Refrigerators Beko 2701683,1.2,appliances,beko,refrigerators,312.89,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
4804718,Headphone Apple 4804718,1.3,electronics,apple,headphone,863.69,https://edtechmagazine.com/higher/sites/edtechmagazine.com.higher/files/styles/cdw_hero/public/articles/%5Bcdw_tech_site%3Afield_site_shortname%5D/202211/HiEd_Q422_PS_Soto_hero.jpg?itok=8I9S9ZON,"""""""{ \""""@type\"""": \""""Product\"""""
1004856,Smartphone Samsung 1004856,1.2,electronics,samsung,smartphone,49.1,"https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_UF894,1000_QL80_.jpg","""""""{ \""""@context\"""": \""""https://schema.org\"""""
4600538,Dishwasher Indesit 4600538,2.5,appliances,indesit,dishwasher,857.12,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
6300658,Kettle Maxwell 6300658,4.0,appliances,maxwell,kettle,5.39,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
4700589,Videoregister Xiaomi 4700589,3.1,auto,xiaomi,videoregister,301.29,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1004256,Smartphone Apple 1004256,4.3,electronics,apple,smartphone,192.0,https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-15-model-unselect-gallery-1-202309_FMT_WHH?wid=1200&hei=630&fmt=jpeg&qlt=95&.v=1692810662701,"""""""{ \""""@type\"""": \""""Product\"""""
1801766,Tv Artel 1801766,4.4,electronics,artel,tv,962.39,https://overtech.co.ke/wp-content/uploads/2024/06/2-1.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
1005253,Smartphone Xiaomi 1005253,4.5,electronics,xiaomi,smartphone,386.95,https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1677427681.17943185.png?thumb=1&q=85,"""""""{ \""""@type\"""": \""""Product\"""""
1004565,Smartphone Huawei 1004565,1.9,electronics,huawei,smartphone,417.85,https://images.unsplash.com/photo-1730389838251-8335df29d09c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2OTA4MDB8MHwxfHNlYXJjaHwxMHx8c21hcnRwaG9uZSUyMGh1YXdlaXxlbnwwfHx8fDE3MzgzOTMyMDB8MA&ixlib=rb-4.0.3&q=80&w=1080,"""""""{ \""""@type\"""": \""""Product\"""""
1305836,Notebook Dell 1305836,3.7,computers,dell,notebook,335.89,https://m.media-amazon.com/images/I/71Y9KQda4xL.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
1004249,Smartphone Apple 1004249,2.8,electronics,apple,smartphone,454.39,https://cdsassets.apple.com/live/7WUAS350/images/iphone/fall-2023-iphone-colors-iphone-15-pro-max.png,"""""""{ \""""@type\"""": \""""Product\"""""
1002629,Smartphone Apple 1002629,3.9,electronics,apple,smartphone,633.59,https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-card-40-iphone15hero-202309_FMT_WHH?wid=508&hei=472&fmt=p-jpg&qlt=95&.v=1693086369781,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1003910,Smartphone Nokia 1003910,1.2,electronics,nokia,smartphone,83.15,https://assets.newatlas.com/dims4/default/bb59c2c/2147483647/strip/true/crop/600x400+0+0/resize/600x400!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Farchive%2Fnokia-500-10.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005283,Smartphone Xiaomi 1005283,2.1,electronics,xiaomi,smartphone,985.15,https://i02.appmifile.com/201_operatorx_operatorx_uploadTiptapImage/15/03/2022/69bd66a32cbbde81337ab25ab415cb5b.png,"""""""{ \""""@type\"""": \""""Product\"""""
5801091,Subwoofer Hertz 5801091,1.4,electronics,hertz,subwoofer,940.29,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
1004246,Smartphone Apple 1004246,4.3,electronics,apple,smartphone,56.0,https://www.apple.com/v/iphone/home/ca/images/meta/iphone__kqge21l9n26q_og.png,"""""""{ \""""@type\"""": \""""Product\"""""
1005124,Smartphone Apple 1005124,3.3,electronics,apple,smartphone,107.19,https://store.storeimages.cdn-apple.com/4982/as-images.apple.com/is/iphone-card-40-iphone16prohero-202409_FMT_WHH?wid=508&hei=472&fmt=p-jpg&qlt=95&.v=1725567599334,"""""""{ \""""@type\"""": \""""Product\"""""
1307370,Notebook Acer 1307370,1.1,computers,acer,notebook,337.39,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
2900561,Microwave Midea 2900561,1.8,appliances,midea,microwave,957.89,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1005155,Smartphone Prestigio 1005155,3.5,electronics,prestigio,smartphone,527.99,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
55000025,Costume Nike 55000025,1.2,apparel,nike,costume,963.65,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1201399,Tablet Apple 1201399,4.0,electronics,apple,tablet,525.09,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
1307355,Notebook Asus 1307355,1.4,computers,asus,notebook,40.79,https://dlcdnimgs.asus.com/websites/global/products/wlkrxb99BnPoC0Yz/img/00/00.png,"""""""{ \""""@type\"""": \""""Product\"""""
45300037,Swing Lorelli 45300037,3.5,kids,lorelli,swing,593.55,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
5000496,Sewing_machine Brother 5000496,4.9,appliances,brother,sewing_machine,569.95,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
5200130,Ebooks Ritmix 5200130,2.9,computers,ritmix,ebooks,883.69,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""http://schema.org\"""""
1002524,Smartphone Apple 1002524,3.4,electronics,apple,smartphone,953.95,https://www.apple.com/v/iphone/home/ca/images/overview/welcome/switch/welcome__n6xy87ib1gyu_large.jpg,"""""""{ \""""@type\"""": \""""Product\"""""
1004727,Smartphone Sony 1004727,3.8,electronics,sony,smartphone,332.3,https://i.ytimg.com/vi/C7ROIiTtjrc/sddefault.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1002544,Smartphone Apple 1002544,2.1,electronics,apple,smartphone,845.59,https://www.apple.com/v/iphone/home/ca/images/meta/iphone__kqge21l9n26q_og.png,"""""""{ \""""@type\"""": \""""Product\"""""
16800422,Table Domini 16800422,3.6,furniture,domini,table,420.15,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
1307514,Notebook Lenovo 1307514,2.2,computers,lenovo,notebook,832.1,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
3700755,Vacuum Samsung 3700755,2.1,appliances,samsung,vacuum,730.25,https://image-us.samsung.com/SamsungUS/home/home-appliances/vacuums/jet-stick/10032024/VS20B75AGR5_06_Silver_Dimensions_SCOM.jpg?$product-details-jpg$,"""""""{ \""""@type\"""": \""""Product\"""""
5100571,Clocks Apple 5100571,3.0,electronics,apple,clocks,537.59,https://via.placeholder.com/150?text=Product+Image,"""""""{ \""""@type\"""": \""""Product\"""""
3600025,Washer Indesit 3600025,2.7,appliances,indesit,washer,957.7,https://07a4a3f115bff5e16e10-cd4f3e09ffbcc3a9c17353140ea0a299.ssl.cf3.rackcdn.com/images/products/IWDC65125UKN_1_1500_1500.jpg,"""""""{ \""""@context\"""": \""""https://schema.org\"""""
