productID,name,rating,category,brand,type,price,MainImage,description
1305977,Notebook Apple 1305977,3.8,computers,apple,notebook,666.69,https://www.apple.com/newsroom/images/product/mac/standard/Apple_MacBook-Pro_14-16-inch_10182021.jpg.og.jpg?202501131621,"{""description"":""\""{\\\""model\\\"": \\\""Apple\\\"", \\\""screen_size\\\"": \\\""13.3 inches\\\"", \\\""storage\\\"": \\\""256GB SSD\\\"", \\\""processor\\\"": \\\""Intel Core i5\\\"", \\\""portability\\\"": \\\""Lightweight and compact design\\\"", \\\""battery_life\\\"": \\\""Up to 10 hours of battery life\\\"", \\\""operating_system\\\"": \\\""MacOS\\\"", \\\""color\\\"": \\\""Space Gray\\\""}\\n\\n\\n\""""}"
1003306,Smartphone Apple 1003306,4.4,electronics,apple,smartphone,807.65,https://store.storeimages.cdn-apple.com/4668/as-images.apple.com/is/iphone-og-image-202409_GEO_EMEA?wid=1200&hei=630&fmt=jpeg&qlt=95&.v=1727113715254,"{""description"":""\""{ \\\""@context\\\"": \\\""https://schema.org\\\"",\\n\\\""name\\\"": \\\""Smartphone Apple 1003306\\\"",\\n\\\""image\\\"": \\\""https://example.com/smartphone-apple-1003306.jpg\\\"",\\n\\\""description\\\"": \\\""The Smartphone Apple 1003306 is a high-performance smartphone that offers a range of advanced features for an unparalleled mobile experience. With a powerful A14 Bionic chip, this device delivers lightning-fast performance and efficient battery life. The stunning 6.7-inch Super Retina HD display provides an immersive viewing experience, while the advanced camera system with a quad-camera setup allows for unparalleled photo and video capabilities. With wireless charging, IP68 water and dust resistance, and a long-lasting battery life, this device is the perfect choice for those who demand the best in smartphone technology.\\\""\\n}\""""}"
10900305,Mixer Elenberg 10900305,1.8,appliances,elenberg,mixer,805.19,https://i.ytimg.com/vi/lyLhaIPKGUQ/maxresdefault.jpg,"{""description"":""\""{ \\\""@context\\\"": \\\""https://schema.org\\\"",\\n\\\""@type\\\"": \\\""Product\\\"",\\n\\\""name\\\"": \\\""Mixer Elenberg 10900305\\\"",\\n\\\""image\\\"": \\\""https://example.com/images/product-photo.jpg\\\"",\\n\\\""description\\\"": \\\""The Mixer Elenberg 10900305 is a high-quality, versatile mixing device designed for various industries. With its robust design and advanced features, this mixer is ideal for mixing, blending, and stirring materials in a variety of applications. Whether you're working in the food, chemical, or pharmaceutical industry, this mixer can handle even the toughest tasks with ease. Its powerful motor and durable construction ensure consistent results every time. The Mixer Elenberg 10900305 is also easy to operate and maintain, making it an excellent choice for businesses of all sizes. So why wait? Upgrade your mixing process today with the Mixer Elenberg 10900305.\\\""\\n}\""""}"
6301592,Kettle Scarlett 6301592,4.8,appliances,scarlett,kettle,362.69,https://sc04.alicdn.com/kf/H352b7323a7b44aa38bed6e3204456e33a/231371219/H352b7323a7b44aa38bed6e3204456e33a.jpg,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Kettle Scarlett 6301592\\\"", \\\""description\\\"": \\\""The Kettle Scarlett 6301592 is a sleek and modern electric kettle that is sure to add a touch of sophistication to any kitchen. With its slim design and compact size, it won't take up much space on your countertop, but don't let its small size fool you - it can heat water to a sizzling hot temperature in just a few minutes. Whether you're brewing a cup of tea or making a quick cup of coffee, the Kettle Scarlett 6301592 is up to the task. Its durable construction ensures that it will withstand repeated use and last for years to come. Plus, its easy-to-use design makes it simple to operate, even for those who are not tech-savvy. So why wait? Get your hands on the Kettle Scarlett 6301592 today and start enjoying a hot cup of tea or coffee in no time!\\\"" }\""""}"
5700362,Player Incar 5700362,1.8,auto,incar,player,738.15,https://npr.brightspotcdn.com/dims4/default/97ea007/2147483647/strip/true/crop/3240x2160+0+0/resize/880x587!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F40%2Fff%2Fe0e1a92145ab91a096fb8aa10abf%2Fap24188634264779.jpg,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Player Incar 5700362\\\"", \\\""description\\\"": \\\""Get ready to take your in-car entertainment to the next level with the Player Incar 5700362. This state-of-the-art audio player is designed to provide a seamless listening experience, whether you're driving down the highway or stuck in traffic. With its sleek and compact design, the Player Incar 5700362 can be easily installed in your car's dashboard, providing you with crystal-clear sound quality and endless entertainment options. Whether you prefer to listen to music, podcasts, or audiobooks, this player has got you covered. Its built-in Bluetooth connectivity allows you to stream music from your phone or other devices, while its long battery life ensures that you can enjoy your favorite tunes without worrying about running out of power. Plus, with its easy-to-use interface and intuitive controls, you'll be able to navigate through your playlists with ease. So why wait? Get ready to elevate your in-car entertainment experience with the Player Incar 5700362.\\\"" }\""""}"
1005266,Smartphone Xiaomi 1005266,2.0,electronics,xiaomi,smartphone,228.69,https://i01.appmifile.com/v1/MI_18455B3E4DA706226CF7535A58E875F0267/pms_1677427681.17943185.png?thumb=1&q=85,"{""description"":""\""{\\\""product_name\\\"": \\\""Smartphone Xiaomi 1005266\\\"", \\\""product_description\\\"": \\\""Get ready to experience the future of smartphones with the Xiaomi 1005266. This cutting-edge device is packed with innovative features that will change the way you use your phone forever. With a sleek and durable design, this smartphone boasts an impressive 6.7-inch AMOLED display, offering crisp and vibrant visuals that come alive in your hand. Powered by a powerful octa-core processor and 8GB of RAM, this phone can handle even the most demanding tasks with ease, ensuring that you never have to worry about slow performance again. Plus, with up to 512GB of internal storage, you'll have plenty of room to store all your favorite apps, music, photos, and more. The Xiaomi 1005266 also features a long-lasting 4500mAh battery, so you can enjoy all the power you need without having to worry about running out of juice throughout the day. And with advanced security features like face unlock and fingerprint sensor, you can rest assured that your phone is protected from unwanted access. So why wait? Get your hands on the Xiaomi 1005266 today and experience the future of smartphones for yourself.\\\""}\""""}"
4804048,Headphone Plantronics 4804048,2.9,electronics,plantronics,headphone,133.25,https://m.media-amazon.com/images/I/71zuerJMjdL.jpg,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Headphone Plantronics 4804048\\\"", \\\""image\\\"": \\\""https://www.example.com/wp-content/uploads/2023/01/plantronics-4804048-headphones-640x480.jpg\\\"", \\\""description\\\"": \\\""The Plantronics 4804048 headphones are a top-of-the-line audio solution for professionals and frequent travelers alike. With their sleek design, these headphones provide unparalleled comfort and sound quality, ensuring that you can focus on the task at hand without any distractions. The Plantronics 4804048 features a long-lasting battery that provides up to 16 hours of talk time and 240 hours of standby time, making it perfect for long flights or marathon work sessions. Additionally, the headphones are equipped with innovative noise-cancelling technology, which helps to block out background noise and ensure that you can focus on your task without any interruptions. Whether you're in a noisy office environment or a bustling airport terminal, the Plantronics 4804048 headphones are sure to provide you with the peace and quiet you need to stay productive and focused. So why wait? Get your hands on a pair of these high-quality headphones today and start enjoying the benefits of unparalleled sound quality, comfort, and convenience.\\\"" }\""""}"
1004209,Smartphone Samsung 1004209,2.0,electronics,samsung,smartphone,260.29,https://image-us.samsung.com/SamsungUS/home/mobile/phones/pf/galaxy-a/03032023/1.jpg?$product-details-jpg$,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Smartphone Samsung 1004209\\\"", \\\""image\\\"": \\\""https://example.com/samsung-smartphone-1004209.jpg\\\"", \\\""description\\\"": \\\""Get the power of innovation with the latest Smartphone from Samsung, the 1004209. With a sleek and slim design, this smartphone boasts of advanced features like high-resolution display, powerful processor, and impressive camera capabilities. The smartphone also comes with a long-lasting battery and plenty of storage space to keep all your content at your fingertips. Whether you're using it for work or play, the Samsung 1004209 is sure to deliver an unparalleled user experience.\\\"" }\""""}"
1004794,Smartphone Xiaomi 1004794,2.4,electronics,xiaomi,smartphone,389.05,https://i02.appmifile.com/240_operatorx_operatorx_opx/26/09/2023/ee07297cdf24071db7f6846d9c4727bb.png,"{""description"":""\""{\\\""Xiaomi 1004794 is a high-performance smartphone designed for those who want the latest technology at an affordable price. With a powerful quad-core processor, 3GB of RAM and a stunning 5-inch HD display, this phone delivers lightning-fast performance and incredible visuals. Whether you're gaming, browsing or streaming video, Xiaomi 1004794 will keep up with your demands. Plus, with advanced security features like fingerprint recognition and dual SIM support, you can trust that your personal data is safe and secure. With a sleek design and long-lasting battery life, Xiaomi 1004794 is the perfect choice for anyone looking for a reliable and affordable smartphone.\\\""\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\""""}"
28722003,Keds Asics 28722003,4.6,apparel,asics,keds,52.85,https://via.placeholder.com/150?text=Product+Image,"{""description"":""\""{\\n\\\""Product Name\\\"": \\\""Keds Asics 28722003\\\"",\\n\\\""Brand\\\"": \\\""Asics\\\"",\\n\\\""Model Number\\\"": \\\""28722003\\\"",\\n\\\""Type\\\"": \\\""Shoes\\\"",\\n\\\""Material\\\"": \\\""Synthetic Materials\\\"",\\n\\\""Color\\\"": \\\""White/Black\\\"",\\n\\\""Size\\\"": \\\""Women's 9-10\\\"",\\n\\\""Features\\\"": [\\n{\\n\\\""Feature\\\"": \\\""Cushioning System\\\"",\\n\\\""Description\\\"": \\\""The shoe features a cushioning system that provides superior comfort and support for the wearer.\\\""\\n},\\n{\\n\\\""Feature\\\"": \\\""Breathable Mesh Upper\\\"",\\n\\\""Description\\\"": \\\""The breathable mesh upper allows for airflow and keeps the foot cool and dry.\\\""\\n}\\n]\\n}\\n\\n\\n\""""}"
1005285,Smartphone Oneplus 1005285,3.8,electronics,oneplus,smartphone,341.81,"https://image01.oneplus.net/media/202405/28/3477aec265a0347bae41a8b34182b69b.png?x-amz-process=image/format,webp/quality,Q_80","{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""OnePlus 1005285\\\"", \\\""brand\\\"": \\\""OnePlus\\\"", \\\""image\\\"": \\\""https://www.example.com/product-images/oneplus-1005285.jpg\\\"", \\\""description\\\"": \\\""Get ready to experience the future of smartphones with the OnePlus 1005285. This device is packed with cutting-edge technology and innovative features that will revolutionize the way you use your phone. With a powerful octa-core processor, up to 8GB of RAM, and a sleek 6.41-inch AMOLED display, this phone can handle anything you throw at it. Plus, with a long-lasting battery and advanced fast charging technology, you'll never have to worry about running out of juice during the day. And let's not forget about the stunning camera system, which includes a 48MP primary sensor, a 16MP front camera, and support for 960fps slow-motion video capture. Whether you're a gamer, a content creator, or just someone who wants the best smartphone on the market, the OnePlus 1005285 is the perfect choice.\\\"", \\\""price\\\"": \\\""$799.99\\\"", \\\""variants\\\"": [ { \\\""name\\\"": \\\""Gray\\\"", \\\""price\\\"": \\\""$799.99\\\"" }, { \\\""name\\\"": \\\""Silver\\\"", \\\""price\\\"": \\\""$799.99\\\"" } ] }\\n\\n\\n\""""}"
1201504,Tablet Samsung 1201504,4.2,electronics,samsung,tablet,645.45,https://images.samsung.com/is/image/samsung/p6pim/hk_en/feature/164833683/hk_en-feature-galaxy-tab-s-538515683?$FB_TYPE_A_MO_JPG$,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Tablet Samsung 1201504\\\"", \\\""description\\\"": \\\""Get ready to take your mobile experience to the next level with the Tablet Samsung 1201504. This powerful device is packed with features that make it perfect for work, play, and everything in between. With a large, high-resolution display, you can enjoy immersive gaming, video streaming, and browsing on the go. Plus, the long-lasting battery means you can stay connected for hours without having to recharge. Whether you're working, watching movies, or just socializing with friends, this tablet has got everything you need. And with Samsung's legendary build quality, you know you're getting a product that will stand the test of time.\\\"" }\\n\\n\""""}"
6301054,Kettle Moulinex 6301054,1.5,appliances,moulinex,kettle,541.24,"https://m.media-amazon.com/images/I/81Y6Q8bQwxL._AC_UF894,1000_QL80_.jpg","{""description"":""\""{\\\""product\\\"": {\\\""name\\\"": \\\""Kettle Moulinex 6301054\\\"", \\\""description\\\"": \\\""Brew your favorite hot beverage with ease using the Kettle Moulinex 6301054. This kettle features a sleek and modern design, making it a great addition to any kitchen. With its stainless steel construction, this kettle is durable and can handle frequent use without losing its shape or performance. The kettle also has a built-in thermometer that allows you to accurately measure the temperature of your water, ensuring that your beverage is at the perfect temperature. Additionally, the kettle has a quick boil function, which allows you to quickly heat up water for tea, coffee, or any other hot beverage. The kettle also has a safety feature that automatically turns off the kettle when it reaches the desired temperature, ensuring that you don't accidentally burn yourself. Overall, the Kettle Moulinex 6301054 is a must-have for any home or office kitchen.\\\""}, \\\""keywords\\\"": [\\\""Kettle Moulinex 6301054\\\"", \\\""hot beverage\\\"", \\\""stainless steel construction\\\"", \\\""thermometer\\\"", \\\""quick boil function\\\"", \\\""safety feature\\\""]}\""""}"
13201323,Bed Stendmebel 13201323,2.0,furniture,stendmebel,bed,903.79,https://via.placeholder.com/150?text=Product+Image,"{""description"":""\""{ \\\""@type\\\"": \\\""Product\\\"", \\\""name\\\"": \\\""Bed Stendmebel 13201323\\\"", \\\""brand\\\"": \\\""Stendmebel\\\"", \\\""category\\\"": \\\""Furniture\\\"", \\\""price\\\"": \\\""Price not available\\\"", \\\""condition\\\"": \\\""New\\\"", \\\""weight\\\"": \\\""Weight not available\\\"", \\\""length\\\"": \\\""Length not available\\\"", \\\""width\\\"": \\\""Width not available\\\"", \\\""height\\\"": \\\""Height not available\\\"", \\\""material\\\"": \\\""Mattress and frame made of durable steel and high-quality materials\\\"", \\\""color\\\"": \\\""Black\\\"", \\\""size\\\"": \\\""Twin XL\\\"", \\\""reviewCount\\\"": 0, \\\""seller\\\"": { \\\""@type\\\"": \\\""Organization\\\"", \\\""name\\\"": \\\""Stendmebel\\\"", \\\""url\\\"": \\\""https://www.stendmebel.com\\\"", \\\""sameAs\\\"": [ \\\""https://www.facebook.com/Stendmebel-105437286370297/\\\"" , \\\""https://www.instagram.com/stendmebel_official/\\\"" ] } }\\n\\n\\n\\n\""""}"
1005159,Smartphone Xiaomi 1005159,4.625,electronics,xiaomi,smartphone,704.49,https://i02.appmifile.com/855_operatorx_operatorx_opx/11/01/2024/4fad3c8039e37a4fa97f8be0462e88e5.png,"{""description"":""\""{\\\""This is a top-quality smartphone that is sure to impress even the most discerning tech enthusiasts. With its powerful Octa-core processor, stunning 6.7-inch AMOLED display, and advanced camera system featuring a 48MP primary sensor, 16MP front camera, and 3D depth sensor, this device is capable of handling even the most demanding tasks with ease. The Xiaomi 1005159 also features 6GB of RAM, 128GB of internal storage, and a long-lasting 4500mAh battery, making it perfect for heavy use.\\\""\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\\n\""""}"
